,response,query
125384,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125385,psoriasis,"abnormal appearing skin ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness "
125386,psoriasis,"skin growth ,skin moles ,skin rash "
125387,psoriasis,"skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125388,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itchy scalp ,skin rash "
125389,psoriasis,"skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125390,psoriasis,"skin growth ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125391,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125392,psoriasis,"abnormal appearing skin ,irregular appearing scalp ,skin moles ,joint pain ,itchy scalp "
125393,psoriasis,"abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125394,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,skin moles ,itchy scalp "
125395,psoriasis,"abnormal appearing skin ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125396,psoriasis,"skin swelling ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125397,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,joint pain ,skin rash "
125398,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125399,psoriasis,"skin swelling ,abnormal appearing skin ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125400,psoriasis,"skin growth ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125401,psoriasis,"skin growth ,skin moles ,joint pain ,itching of skin "
125402,psoriasis,"abnormal appearing skin ,irregular appearing scalp ,skin moles ,skin dryness, peeling, scaliness, or roughness "
125403,psoriasis,"itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125404,psoriasis,"skin swelling ,irregular appearing scalp ,itching of skin ,itchy scalp "
125405,psoriasis,"abnormal appearing skin ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125406,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,itching of skin ,itchy scalp ,skin rash "
125407,psoriasis,"abnormal appearing skin ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125408,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125409,psoriasis,"skin swelling ,skin lesion ,skin moles ,joint pain "
125410,psoriasis,"skin swelling ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125411,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125412,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125413,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin "
125414,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin rash "
125415,psoriasis,"abnormal appearing skin ,skin growth ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125416,psoriasis,"skin swelling ,skin moles ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125417,psoriasis,"abnormal appearing skin ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin rash "
125418,psoriasis,"abnormal appearing skin ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125419,psoriasis,"skin swelling ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125420,psoriasis,"skin growth ,irregular appearing scalp ,skin moles ,skin rash "
125421,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,itchy scalp ,skin rash "
125422,psoriasis,"skin swelling ,skin growth ,itching of skin ,skin rash "
125423,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,itching of skin ,skin rash "
125424,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,joint pain ,itching of skin ,skin rash "
125425,psoriasis,"abnormal appearing skin ,skin growth ,skin moles ,skin dryness, peeling, scaliness, or roughness "
125426,psoriasis,"skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125427,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itchy scalp ,skin rash "
125428,psoriasis,"skin lesion ,skin moles ,itching of skin "
125429,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,itchy scalp "
125430,psoriasis,"skin swelling ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125431,psoriasis,"skin lesion ,skin growth ,skin moles "
125432,psoriasis,"skin lesion ,irregular appearing scalp ,skin rash "
125433,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125434,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125435,psoriasis,"abnormal appearing skin ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125436,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,joint pain ,itchy scalp ,skin rash "
125437,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin "
125438,psoriasis,"skin lesion ,skin growth ,itchy scalp "
125439,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125440,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125441,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125442,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,joint pain ,itchy scalp "
125443,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125444,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125445,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin moles ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125446,psoriasis,"abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,itching of skin ,skin rash "
125447,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,itching of skin ,skin rash "
125448,psoriasis,itching of skin 
125449,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,skin rash "
125450,psoriasis,"abnormal appearing skin ,skin lesion ,skin moles ,itchy scalp ,skin rash "
125451,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125452,psoriasis,"skin swelling ,skin lesion ,skin growth ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125453,psoriasis,"skin lesion ,skin growth ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125454,psoriasis,"skin swelling ,skin moles ,itching of skin ,skin rash "
125455,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,skin moles ,itchy scalp "
125456,psoriasis,"abnormal appearing skin ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125457,psoriasis,"abnormal appearing skin ,joint pain ,itchy scalp "
125458,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,skin moles ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125459,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,skin moles ,itchy scalp "
125460,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125461,psoriasis,"skin swelling ,skin lesion ,skin growth ,skin moles ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125462,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125463,psoriasis,"irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness "
125464,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125465,psoriasis,"skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itchy scalp "
125466,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125467,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125468,psoriasis,"skin swelling ,skin growth ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125469,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125470,psoriasis,"skin swelling ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125471,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,joint pain "
125472,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125473,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125474,psoriasis,"skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itchy scalp "
125475,psoriasis,"skin swelling ,itching of skin ,itchy scalp "
125476,psoriasis,"abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125477,psoriasis,"skin lesion ,irregular appearing scalp ,skin moles ,itching of skin "
125478,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,itching of skin ,itchy scalp "
125479,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin "
125480,psoriasis,"joint pain ,itching of skin ,itchy scalp "
125481,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin rash "
125482,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125483,psoriasis,"skin swelling ,abnormal appearing skin ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125484,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness "
125485,psoriasis,"skin growth ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125486,psoriasis,"abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain "
125487,psoriasis,"skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125488,psoriasis,"skin lesion ,skin moles ,itching of skin ,itchy scalp "
125489,psoriasis,"irregular appearing scalp ,itching of skin "
125490,psoriasis,"skin swelling ,skin growth ,skin moles ,itchy scalp "
125491,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,itchy scalp ,skin rash "
125492,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125493,psoriasis,"abnormal appearing skin ,skin lesion ,irregular appearing scalp ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125494,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,skin rash "
125495,psoriasis,"skin growth ,skin rash "
125496,psoriasis,"abnormal appearing skin ,skin growth ,joint pain ,itching of skin "
125497,psoriasis,"skin lesion ,skin growth ,irregular appearing scalp ,joint pain ,skin rash "
125498,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125499,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin moles ,joint pain "
125500,psoriasis,"abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,itchy scalp "
125501,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125502,psoriasis,"skin swelling ,abnormal appearing skin ,skin moles "
125503,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,itching of skin "
125504,psoriasis,"skin growth ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125505,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,joint pain ,itchy scalp "
125506,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,itchy scalp "
125507,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125508,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin "
125509,psoriasis,"abnormal appearing skin ,skin lesion ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125510,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125511,psoriasis,"skin swelling ,skin growth ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125512,psoriasis,"skin swelling ,irregular appearing scalp ,skin moles "
125513,psoriasis,"irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125514,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,skin moles "
125515,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125516,psoriasis,"skin swelling ,skin moles ,itchy scalp "
125517,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125518,psoriasis,"skin swelling ,skin lesion ,skin moles ,itchy scalp "
125519,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,joint pain ,itching of skin ,skin rash "
125520,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125521,psoriasis,"abnormal appearing skin ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125522,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125523,psoriasis,"irregular appearing scalp ,joint pain ,itching of skin ,skin rash "
125524,psoriasis,"irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125525,psoriasis,"skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,itching of skin "
125526,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125527,psoriasis,"abnormal appearing skin ,skin growth ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125528,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125529,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,itchy scalp "
125530,psoriasis,"skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,itchy scalp "
125531,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125532,psoriasis,"skin lesion ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125533,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125534,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,itching of skin ,itchy scalp ,skin rash "
125535,psoriasis,"skin swelling ,joint pain ,skin rash "
125536,psoriasis,"skin swelling ,abnormal appearing skin ,joint pain "
125537,psoriasis,"skin swelling ,irregular appearing scalp ,joint pain ,skin rash "
125538,psoriasis,"skin lesion ,skin moles ,joint pain "
125539,psoriasis,"skin swelling ,skin lesion ,skin growth ,skin moles ,itchy scalp ,skin rash "
125540,psoriasis,"skin swelling ,abnormal appearing skin ,itching of skin ,itchy scalp "
125541,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,joint pain ,skin rash "
125542,psoriasis,"skin lesion ,skin growth ,irregular appearing scalp ,itchy scalp ,skin rash "
125543,psoriasis,"abnormal appearing skin ,skin growth ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125544,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,skin moles ,joint pain ,itchy scalp "
125545,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,itching of skin ,itchy scalp ,skin rash "
125546,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125547,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,itchy scalp ,skin rash "
125548,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125549,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125550,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,skin moles ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125551,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin rash "
125552,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125553,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125554,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125555,psoriasis,"skin swelling ,irregular appearing scalp ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125556,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin rash "
125557,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125558,psoriasis,"abnormal appearing skin ,skin lesion ,itching of skin ,skin rash "
125559,psoriasis,"skin swelling ,skin lesion ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125560,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin rash "
125561,psoriasis,"joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125562,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125563,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125564,psoriasis,"abnormal appearing skin ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness "
125565,psoriasis,"skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin rash "
125566,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin "
125567,psoriasis,"skin swelling ,itching of skin "
125568,psoriasis,"skin swelling ,skin lesion ,skin growth ,skin moles ,itchy scalp "
125569,psoriasis,"abnormal appearing skin ,skin growth ,skin moles ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125570,psoriasis,"abnormal appearing skin ,skin growth ,skin moles "
125571,psoriasis,"skin swelling ,irregular appearing scalp ,skin moles ,joint pain ,itchy scalp "
125572,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,joint pain ,itchy scalp ,skin rash "
125573,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp "
125574,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125575,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,skin moles ,itching of skin ,skin rash "
125576,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin rash "
125577,psoriasis,"irregular appearing scalp ,skin moles ,itching of skin ,itchy scalp "
125578,psoriasis,"skin swelling ,skin growth ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125579,psoriasis,"skin growth ,joint pain ,itching of skin ,itchy scalp "
125580,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125581,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125582,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,joint pain ,itchy scalp "
125583,psoriasis,"irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125584,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,itchy scalp ,skin rash "
125585,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itchy scalp "
125586,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,itching of skin ,itchy scalp ,skin rash "
125587,psoriasis,"skin swelling ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125588,psoriasis,"skin swelling ,skin lesion ,skin growth ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125589,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125590,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,itching of skin ,itchy scalp ,skin rash "
125591,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,joint pain ,itching of skin "
125592,psoriasis,"abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin rash "
125593,psoriasis,"skin swelling ,skin lesion ,skin growth ,skin moles ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125594,psoriasis,"abnormal appearing skin ,skin lesion ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125595,psoriasis,"skin swelling ,irregular appearing scalp ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125596,psoriasis,"itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125597,psoriasis,"skin swelling ,irregular appearing scalp ,skin moles ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
239678,melanoma,"skin swelling ,abnormal appearing skin ,skin lesion ,swollen lymph nodes "
239679,melanoma,"abnormal appearing skin ,skin growth ,swollen lymph nodes "
239680,melanoma,"skin lesion ,skin growth ,swollen lymph nodes "
239681,melanoma,"abnormal appearing skin ,skin growth ,swollen lymph nodes ,skin moles "
239682,melanoma,"abnormal appearing skin ,swollen lymph nodes ,skin moles ,itchy eyelid "
239683,melanoma,"skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,itchy eyelid "
239684,melanoma,"skin growth ,irregular appearing scalp ,swollen lymph nodes ,itchy eyelid "
239685,melanoma,"skin swelling ,skin lesion ,irregular appearing scalp ,itchy eyelid "
239686,melanoma,"skin swelling ,skin lesion ,irregular appearing scalp ,swollen lymph nodes ,skin moles "
239687,melanoma,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,swollen lymph nodes "
239688,melanoma,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,swollen lymph nodes "
239689,melanoma,"skin swelling ,skin lesion ,irregular appearing scalp "
239690,melanoma,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles "
239691,melanoma,"skin lesion ,swollen lymph nodes ,skin moles "
239692,melanoma,"skin swelling ,swollen lymph nodes ,skin moles ,itchy eyelid "
239693,melanoma,"skin swelling ,abnormal appearing skin ,skin growth ,swollen lymph nodes "
239694,melanoma,"skin swelling ,irregular appearing scalp ,skin moles "
239695,melanoma,"irregular appearing scalp ,skin moles "
239696,melanoma,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,swollen lymph nodes ,itchy eyelid "
239697,melanoma,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,swollen lymph nodes ,itchy eyelid "
239698,melanoma,"skin swelling ,skin lesion ,swollen lymph nodes ,skin moles ,itchy eyelid "
239699,melanoma,"skin swelling ,skin growth ,swollen lymph nodes ,skin moles "
239700,melanoma,"abnormal appearing skin ,skin lesion ,irregular appearing scalp ,swollen lymph nodes ,itchy eyelid "
239701,melanoma,"abnormal appearing skin ,skin lesion ,swollen lymph nodes ,skin moles ,itchy eyelid "
239702,melanoma,"skin growth ,irregular appearing scalp ,skin moles ,itchy eyelid "
239703,melanoma,"abnormal appearing skin ,skin growth ,swollen lymph nodes ,skin moles ,itchy eyelid "
239704,melanoma,"skin swelling ,skin growth ,swollen lymph nodes ,skin moles "
239705,melanoma,"abnormal appearing skin ,skin lesion ,skin growth ,swollen lymph nodes ,skin moles ,itchy eyelid "
239706,melanoma,"abnormal appearing skin ,skin lesion ,irregular appearing scalp ,swollen lymph nodes ,skin moles "
